anomaly_id,airfoil_id,version_id,alpha_deg,reynolds_number,rule,cl,cd,ld
41,chen,chen_v1,10,1000000,rule:extreme_cl,4.9531486758416525,0.036951625001019055,134.04413677896585
42,chen,chen_v1,10,1000000,rule:jump_cl,4.9531486758416525,0.036951625001019055,134.04413677896585
43,chen,chen_v1,10,1000000,rule:jump_cl,4.9531486758416525,0.036951625001019055,134.04413677896585
44,chen,chen_v3,4,300000,rule:negative_cd,0.4125643972107737,-0.012606513106408819,-32.72628947659102
45,chen,chen_v3,16,300000,rule:negative_cd,1.103916958366599,-0.054554019879725794,-20.235299998064004
46,ag38,ag38_v2,-2,500000,rule:negative_cd,-0.20846742062574672,-0.008802256675562748,23.683406234278998
47,ah81k144,ah81k144_v3,8,500000,rule:extreme_cl,4.1257079869153985,0.023386163408134923,176.41662357837896
48,ah81k144,ah81k144_v3,8,500000,rule:jump_cl,4.1257079869153985,0.023386163408134923,176.41662357837896
49,ah81k144,ah81k144_v3,8,500000,rule:jump_cl,4.1257079869153985,0.023386163408134923,176.41662357837896
50,ag46ct02r,ag46ct02r_v1,-4,100000,rule:extreme_ld,-0.4022969238528681,0.0003386480477995699,-1187.9499275630521
51,ag46ct02r,ag46ct02r_v3,10,500000,rule:negative_cd,1.0546720415332762,-0.033676266610356914,-31.317962104769617
52,ah79k135,ah79k135_v2,6,100000,rule:extreme_ld,0.5909916167666948,0.001608602854219714,367.3943604018827
53,ah79k135,ah79k135_v5,4,100000,rule:extreme_ld,0.3829224732375129,0.0006022919424040352,635.7755206039884
54,ah79k143,ah79k143_v3,16,500000,rule:negative_cd,1.1408069750354888,-0.0600528871525685,-18.99670489009446
55,ah81k144wfklappe,ah81k144wfklappe_v4,2,300000,rule:negative_cd,0.19982788895878148,-0.00870295680784856,-22.960919302572123
56,ag36,ag36_v2,2,500000,rule:extreme_ld,0.21111392386002484,0.0008300435899955894,254.34076764709022
57,ag36,ag36_v3,-4,100000,rule:extreme_ld,-0.3993083171706118,0.0010686527590917758,-373.65581455100073
58,ag36,ag36_v5,12,500000,rule:extreme_ld,1.2681313020531906,0.00292720511209151,433.22256333007743
59,ah80136,ah80136_v2,10,300000,rule:negative_cd,1.0381805540305051,-0.034029377664005316,-30.50836145994653
60,ah80136,ah80136_v5,6,300000,rule:extreme_ld,0.6037788316201381,0.0008777497766716485,687.8712449345364
61,cal2263m,cal2263m_v1,16,300000,rule:extreme_cl,3.6507289059033368,0.06017864121121482,60.66486102752003
62,cal2263m,cal2263m_v1,16,300000,rule:jump_cl,3.6507289059033368,0.06017864121121482,60.66486102752003
63,ah93w300,ah93w300_v2,14,100000,rule:extreme_cl,5.310181951530568,0.050805483825321435,104.51985793084752
64,ah93w300,ah93w300_v2,14,100000,rule:jump_cl,5.310181951530568,0.050805483825321435,104.51985793084752
65,ah93w300,ah93w300_v2,14,100000,rule:jump_cl,5.310181951530568,0.050805483825321435,104.51985793084752
66,ah93w300,ah93w300_v4,6,300000,rule:negative_cd,0.618442961249196,-0.016932850621642556,-36.523263274923075
67,ah80129,ah80129_v5,4,500000,rule:negative_cd,0.4229234730468493,-0.011954640069056902,-35.37734892926924
68,ag26,ag26_v1,10,100000,rule:negative_cd,0.9729929929111005,-0.033434849415049754,-29.101162706990845
69,ag26,ag26_v1,-4,1000000,rule:negative_cd,-0.4434243267294731,-0.012397659278313891,35.76677796792781
70,ag26,ag26_v2,16,100000,rule:extreme_ld,1.0811508054910914,0.0007211859123054055,1499.1291247425936
71,ag26,ag26_v3,10,300000,rule:extreme_cl,3.225882834638389,0.03293911588987601,97.93471219517093
72,ag26,ag26_v3,10,300000,rule:jump_cl,3.225882834638389,0.03293911588987601,97.93471219517093
73,ag26,ag26_v3,10,300000,rule:jump_cl,3.225882834638389,0.03293911588987601,97.93471219517093
74,ag26,ag26_v4,12,300000,rule:extreme_cl,4.192637704365949,0.044034587152521475,95.2123768038069
75,ag26,ag26_v4,12,300000,rule:jump_cl,4.192637704365949,0.044034587152521475,95.2123768038069
76,ag26,ag26_v4,12,300000,rule:jump_cl,4.192637704365949,0.044034587152521475,95.2123768038069
77,ag03,ag03_v3,16,100000,rule:extreme_ld,1.074464816373701,0.0018395138844028067,584.1025857342322
78,ag03,ag03_v4,8,500000,rule:extreme_ld,0.8483312605184888,0.0013479163464409046,629.3649177550659
79,ag52,ag52_v4,10,100000,rule:extreme_ld,0.9572343237774924,0.0028477973467131517,336.13147539529297
80,ag47ct02r,ag47ct02r_v1,8,1000000,rule:negative_cd,0.8955885518472445,-0.024793989775242758,-36.12119549801161
81,ag47ct02r,ag47ct02r_v5,-2,1000000,rule:extreme_ld,-0.21501583737467647,0.0002499364572725312,-860.2820081594691
82,ag23,ag23_v2,6,300000,rule:negative_cd,0.6027094002172833,-0.017166453527495427,-35.109721367429
83,ag23,ag23_v5,10,300000,rule:extreme_ld,1.0308241022260316,0.0020454700551913087,503.95462872206195
84,ah93w480b,ah93w480b_v3,-2,100000,rule:extreme_ld,-0.20199414526945014,0.0004638380281137596,-435.48422730856737
85,ah93w480b,ah93w480b_v3,-2,500000,rule:negative_cd,-0.20842676938738583,-0.008370584781858195,24.899905421078234
86,ah93w480b,ah93w480b_v4,10,100000,rule:negative_cd,0.96630763715056,-0.03389153790953452,-28.51176714759568
87,ah93w480b,ah93w480b_v5,16,100000,rule:extreme_cl,5.229743609242973,0.05997972867151582,87.19185173184289
88,ah93w480b,ah93w480b_v5,16,100000,rule:jump_cl,5.229743609242973,0.05997972867151582,87.19185173184289
89,ag45c03,ag45c03_v1,16,100000,rule:extreme_ld,1.0946078453321801,0.002229166425664348,491.03908650784535
90,ag10,ag10_v5,14,500000,rule:extreme_cl,4.519853160750294,0.0557075039622652,81.13544566297432
91,ag10,ag10_v5,14,500000,rule:jump_cl,4.519853160750294,0.0557075039622652,81.13544566297432
92,ag10,ag10_v5,14,500000,rule:jump_cl,4.519853160750294,0.0557075039622652,81.13544566297432
93,ah79100b,ah79100b_v3,-4,1000000,rule:negative_cd,-0.42602992079995544,-0.0131751959309421,32.335755994293734
94,ah93k132,ah93k132_v1,2,1000000,rule:negative_cd,0.22609973263239702,-0.008805953641935144,-25.675780480569358
95,ah93k132,ah93k132_v2,10,1000000,rule:negative_cd,1.112553582411599,-0.034214896466213916,-32.51664325537881
96,as5045,as5045_v1,12,300000,rule:negative_cd,1.2043112851391093,-0.04454529791458873,-27.035654525159064
97,cal1215j,cal1215j_v2,8,1000000,rule:extreme_ld,0.8460052622347645,0.0021832715765347202,387.4942867059812
98,cal1215j,cal1215j_v5,-4,300000,rule:negative_cd,-0.41167395078279534,-0.01223418538954621,33.64947789123418
99,ag24,ag24_v2,-4,1000000,rule:negative_cd,-0.42658093824045923,-0.012202627072437463,34.95812300975695
100,august160,august160_v1,-2,1000000,rule:extreme_ld,-0.21981704716060146,0.0008199072925118342,-268.09988052085623
101,august160,august160_v2,16,500000,rule:negative_cd,1.1914419993966407,-0.06120508852328719,-19.466387977583324
102,ag35,ag35_v3,12,100000,rule:extreme_cl,5.785234139127774,0.044159863150061,131.00661384454003
103,ag35,ag35_v3,12,100000,rule:jump_cl,5.785234139127774,0.044159863150061,131.00661384454003
104,ag35,ag35_v3,12,100000,rule:jump_cl,5.785234139127774,0.044159863150061,131.00661384454003
105,ag35,ag35_v3,16,500000,rule:extreme_cl,5.184420619550281,0.060022270318480425,86.3749503649487
106,ag35,ag35_v3,16,500000,rule:jump_cl,5.184420619550281,0.060022270318480425,86.3749503649487
107,ah93157,ah93157_v1,0,100000,rule:negative_cd,0.0,-0.007696602588917626,-0.0
108,ah93157,ah93157_v1,10,100000,rule:extreme_ld,0.9684720097892606,0.0006767247471021457,1431.1165860808667
109,ah93157,ah93157_v2,14,100000,rule:negative_cd,1.1202776075110992,-0.047423602189717105,-23.622786034461335
110,ah93157,ah93157_v3,10,1000000,rule:negative_cd,1.092056990781169,-0.03579527403978868,-30.508412634787472
111,ah81131,ah81131_v1,8,100000,rule:negative_cd,0.7818433138110147,-0.0225969975634294,-34.59943346970735
112,ah81131,ah81131_v4,10,500000,rule:extreme_ld,1.0728076439396066,0.001648986418225571,650.5861006993772
113,ah83150q,ah83150q_v3,16,300000,rule:extreme_cl,4.742398602498455,0.059419840654539306,79.81170178611318
114,ah83150q,ah83150q_v3,16,300000,rule:jump_cl,4.742398602498455,0.059419840654539306,79.81170178611318
115,ag37,ag37_v5,8,100000,rule:extreme_cl,3.853771781371926,0.023389875070375772,164.7623926924212
116,ag37,ag37_v5,8,100000,rule:jump_cl,3.853771781371926,0.023389875070375772,164.7623926924212
117,ag37,ag37_v5,8,100000,rule:jump_cl,3.853771781371926,0.023389875070375772,164.7623926924212
118,ag37,ag37_v5,16,1000000,rule:extreme_ld,1.2180235947704676,0.0025382749378488867,479.86275111816957
119,b707a,b707a_v2,14,1000000,rule:extreme_ld,1.3423261364704062,0.0018556420835367984,723.3755627658394
120,b707a,b707a_v4,10,300000,rule:extreme_cl,4.293918526739629,0.030793159422164713,139.44390920955306
121,b707a,b707a_v4,10,300000,rule:jump_cl,4.293918526739629,0.030793159422164713,139.44390920955306
122,b707a,b707a_v4,10,300000,rule:jump_cl,4.293918526739629,0.030793159422164713,139.44390920955306
123,ag46c03,ag46c03_v3,2,500000,rule:extreme_ld,0.20612377046886346,0.0005036530797185529,409.25744082424313
124,ag46c03,ag46c03_v3,6,500000,rule:extreme_ld,0.6336985780864893,0.0009273631218572155,683.3338129916049
125,ag46c03,ag46c03_v3,4,1000000,rule:negative_cd,0.4378088307859491,-0.012732653740118425,-34.38472762409992
126,ag46c03,ag46c03_v3,12,1000000,rule:extreme_cl,5.812497959302206,0.04725591045719721,123.00044381891591
127,ag46c03,ag46c03_v3,12,1000000,rule:jump_cl,5.812497959302206,0.04725591045719721,123.00044381891591
128,ag46c03,ag46c03_v3,12,1000000,rule:jump_cl,5.812497959302206,0.04725591045719721,123.00044381891591
129,ag08,ag08_v5,-2,1000000,rule:negative_cd,-0.227238966062769,-0.009098534597301977,24.975336811946953
130,ag55,ag55_v1,16,500000,rule:negative_cd,1.1822780939011148,-0.05976722324694375,-19.781378984535166
131,ag55,ag55_v5,12,100000,rule:extreme_cl,5.083357991102023,0.04407186560738165,115.34247350424407
132,ag55,ag55_v5,12,100000,rule:jump_cl,5.083357991102023,0.04407186560738165,115.34247350424407
133,ag55,ag55_v5,12,100000,rule:jump_cl,5.083357991102023,0.04407186560738165,115.34247350424407
134,ah82150a,ah82150a_v3,4,1000000,rule:negative_cd,0.4329199420459574,-0.012682736880965944,-34.13458357680486
135,ah82150a,ah82150a_v5,4,100000,rule:extreme_ld,0.39157120665296424,0.0010967292386094242,357.0354403512111
136,ah82150a,ah82150a_v5,12,100000,rule:negative_cd,1.1111499494428827,-0.04633399806733337,-23.981309530598683
137,ah82150a,ah82150a_v5,12,500000,rule:negative_cd,1.2641126757534291,-0.04465555201378425,-28.308074108304012
138,ah94w301,ah94w301_v2,16,500000,rule:extreme_cl,5.717898957161756,0.05784965090995517,98.84068213413852
139,ah94w301,ah94w301_v2,16,500000,rule:jump_cl,5.717898957161756,0.05784965090995517,98.84068213413852
140,ah63k127,ah63k127_v1,-4,100000,rule:negative_cd,-0.38686217072907575,-0.011741714033995704,32.94767438629457
141,ah63k127,ah63k127_v3,-4,100000,rule:extreme_ld,-0.3758030740563055,0.0005924818697958898,-634.2862004971895
142,ah63k127,ah63k127_v3,2,500000,rule:extreme_ld,0.21378035072151264,0.00039577152119745765,540.1610254186372
143,ah63k127,ah63k127_v3,8,500000,rule:extreme_cl,3.8903036971327616,0.0255764473655207,152.10492847326535
144,ah63k127,ah63k127_v3,8,500000,rule:jump_cl,3.8903036971327616,0.0255764473655207,152.10492847326535
145,ah63k127,ah63k127_v3,8,500000,rule:jump_cl,3.8903036971327616,0.0255764473655207,152.10492847326535
146,ah63k127,ah63k127_v5,16,1000000,rule:negative_cd,1.1658064211544443,-0.057203298784953005,-20.38005579952852
147,ag18,ag18_v1,4,500000,rule:negative_cd,0.42617425272475784,-0.012222461369044943,-34.86812024655709
148,ag09,ag09_v2,0,500000,rule:negative_cd,0.0,-0.007904704978716256,-0.0
149,bte-fk,bte-fk_v2,10,300000,rule:extreme_ld,1.0432832743478024,0.0029609882885012614,352.3429249616764
150,bte-fk,bte-fk_v3,8,100000,rule:extreme_ld,0.7804799282511683,0.0023909064907070366,326.4368269042448
151,ah93w215,ah93w215_v1,10,1000000,rule:negative_cd,1.0805022861448836,-0.034231093970992034,-31.56493587556735
152,clarky,clarky_v3,8,500000,rule:extreme_ld,0.8698275442190003,0.0011634946539132943,747.5990897709972
153,clarky,clarky_v5,16,300000,rule:extreme_cl,5.280807029143067,0.058964221362409495,89.55951434830028
154,clarky,clarky_v5,16,300000,rule:jump_cl,5.280807029143067,0.058964221362409495,89.55951434830028
155,ah88k136,ah88k136_v3,6,300000,rule:extreme_ld,0.6070221597186418,0.0012546828564350774,483.80525533230775
156,ah88k136,ah88k136_v3,10,1000000,rule:extreme_cl,4.80419221810545,0.03372281277697702,142.46119533022258
157,ah88k136,ah88k136_v3,10,1000000,rule:jump_cl,4.80419221810545,0.03372281277697702,142.46119533022258
158,ah88k136,ah88k136_v3,10,1000000,rule:jump_cl,4.80419221810545,0.03372281277697702,142.46119533022258
159,bacnlf,bacnlf_v4,6,500000,rule:negative_cd,0.6113554841810068,-0.017539251201133522,-34.85641873590911
160,cal4014l,cal4014l_v1,12,300000,rule:extreme_cl,5.992854777062357,0.04268410121221296,140.40016321926572
161,cal4014l,cal4014l_v1,12,300000,rule:jump_cl,5.992854777062357,0.04268410121221296,140.40016321926572
162,cal4014l,cal4014l_v1,12,300000,rule:jump_cl,5.992854777062357,0.04268410121221296,140.40016321926572
163,cal4014l,cal4014l_v4,14,300000,rule:negative_cd,1.2173281661231803,-0.05488904544664351,-22.177980254849203
164,ag47c03,ag47c03_v4,10,1000000,rule:negative_cd,1.0807072291858886,-0.0367068023839932,-29.44160643252201
165,ah79100c,ah79100c_v1,2,300000,rule:extreme_ld,0.20014316050493497,0.0009109575588013803,219.70635028077416
166,ah79100c,ah79100c_v4,14,100000,rule:extreme_cl,5.45395245585342,0.05128890603023315,106.33785896385646
167,ah79100c,ah79100c_v4,14,100000,rule:jump_cl,5.45395245585342,0.05128890603023315,106.33785896385646
168,ah79100c,ah79100c_v4,14,100000,rule:jump_cl,5.45395245585342,0.05128890603023315,106.33785896385646
169,ah79100c,ah79100c_v5,-4,500000,rule:negative_cd,-0.4203332546287438,-0.012301939603232084,34.16804733119563
170,ag27,ag27_v2,2,300000,rule:extreme_ld,0.20247926092755475,0.0005041022479129261,401.66307880168216
171,ag27,ag27_v5,14,300000,rule:negative_cd,1.236904262095766,-0.05147048997892194,-24.031328681780565
172,30p-30n,30p-30n_v5,4,500000,rule:extreme_ld,0.41577203118195627,0.00036649510210971255,1134.4545364687913
173,ag12,ag12_v2,12,500000,rule:extreme_cl,4.36694357032871,0.04615681328650878,94.61102834855213
174,ag12,ag12_v2,12,500000,rule:jump_cl,4.36694357032871,0.04615681328650878,94.61102834855213
175,ag12,ag12_v2,12,500000,rule:jump_cl,4.36694357032871,0.04615681328650878,94.61102834855213
176,ag12,ag12_v5,10,100000,rule:extreme_cl,4.3720047339181685,0.03059535923523491,142.89764340740876
177,ag12,ag12_v5,10,100000,rule:jump_cl,4.3720047339181685,0.03059535923523491,142.89764340740876
178,ag12,ag12_v5,10,100000,rule:jump_cl,4.3720047339181685,0.03059535923523491,142.89764340740876
179,ah79100a,ah79100a_v4,12,1000000,rule:jump_cl,1.367957046414584,0.04634144926520331,29.519082119897153
180,ah79100a,ah79100a_v4,16,1000000,rule:jump_cl,1.1766449019724692,0.06398634170974954,18.389001004462564
181,ames03,ames03_v3,14,300000,rule:jump_cl,1.2372936979000786,0.053588472291369385,23.0888033376415
182,ah94156,ah94156_v2,6,300000,rule:jump_cl,2.0389309494876944,0.016651159888867464,122.44978506577617
183,ah94156,ah94156_v2,4,300000,rule:jump_cl,0.4167871753323769,0.011967107007038257,34.82773030167194
184,ah85l120,ah85l120_v4,12,100000,rule:jump_cl,1.1673309625026684,0.04408851916033262,26.47698277770556
185,ah85l120,ah85l120_v4,16,100000,rule:jump_cl,1.0694190339126324,0.058385278905401246,18.316586885631885
186,30p-30n-flap,30p-30n-flap_v3,6,1000000,rule:jump_cl,2.429140703595381,0.01739493155473549,139.64646517589122
187,30p-30n-flap,30p-30n-flap_v3,4,1000000,rule:jump_cl,0.435701996040328,0.012054315217479787,36.14489816962168
188,ah88k130,ah88k130_v4,4,300000,rule:jump_cl,0.409577019286588,0.011247256701031948,36.41572608981254
189,ah88k130,ah88k130_v4,8,300000,rule:jump_cl,0.8383386046732483,0.024575703449822853,34.11249677491088
190,chen,chen_v1,8,1000000,rule:jump_cl,0.8704121618420049,0.025316231442253336,34.38158494590424
191,chen,chen_v1,12,1000000,rule:jump_cl,1.317011672174851,0.04804046119670209,27.414634234720086
192,ah81k144,ah81k144_v3,6,500000,rule:jump_cl,0.6371857066872293,0.01788687884447865,35.62307947783282
193,ah81k144,ah81k144_v3,10,500000,rule:jump_cl,1.0496143386217958,0.0344460809343307,30.47122662873666
194,cal2263m,cal2263m_v1,14,300000,rule:jump_cl,1.198117042267727,0.051786760390639765,23.135585876197837
195,ah93w300,ah93w300_v2,12,100000,rule:jump_cl,1.1774089626239765,0.043211137852748084,27.247812048742365
196,ah93w300,ah93w300_v2,16,100000,rule:jump_cl,1.08939470254861,0.005692463299610092,191.37491894295192
197,ah93w300,ah93w300_v5,6,500000,rule:jump_cl,2.8038641612894106,0.017702499167072144,158.38804085384675
198,ah93w300,ah93w300_v5,6,500000,rule:jump_cl,2.8038641612894106,0.017702499167072144,158.38804085384675
199,ah93w300,ah93w300_v5,4,500000,rule:jump_cl,0.4244539790467761,0.011441046353183871,37.09922728603026
200,ah93w300,ah93w300_v5,8,500000,rule:jump_cl,0.8538143514131472,0.025489851711333483,33.496246313332534
201,a63a108c,a63a108c_v4,-2,1000000,rule:jump_cl,-0.22665843614168038,0.009320706047240158,-24.31773247572736
202,a63a108c,a63a108c_v4,-4,1000000,rule:jump_cl,-2.0715261276973433,0.012452545541914018,-166.35362791686202
203,ag26,ag26_v3,8,300000,rule:jump_cl,0.8162022532981305,0.024956551382236396,32.70492949114307
204,ag26,ag26_v3,12,300000,rule:jump_cl,1.2720541511224557,0.044650613171205236,28.48906343670979
205,ag26,ag26_v4,10,300000,rule:jump_cl,1.0055008035936024,0.03379930422923893,29.749156869441382
206,ag26,ag26_v4,14,300000,rule:jump_cl,1.1528247512033165,0.051089064652809546,22.565000143135702
207,ag52,ag52_v4,-2,100000,rule:jump_cl,-0.18878120879528001,0.009127858594767096,-20.681872624922814
208,ag52,ag52_v4,-4,100000,rule:jump_cl,-2.014802232832697,0.012195750446328181,-165.20526897459607
209,ag23,ag23_v2,6,500000,rule:jump_cl,2.50911624961804,0.019239761469669922,130.41306429778137
210,ag23,ag23_v2,6,500000,rule:jump_cl,2.50911624961804,0.019239761469669922,130.41306429778137
211,ag23,ag23_v2,4,500000,rule:jump_cl,0.41457043325700416,0.012230623956753867,33.896098410259306
212,ag23,ag23_v2,8,500000,rule:jump_cl,0.8511205997149791,0.024938548474655698,34.12871445104143
213,ah93w480b,ah93w480b_v5,14,100000,rule:jump_cl,1.0826401192798634,0.049252235507952144,21.981542728249625
214,ag10,ag10_v5,12,500000,rule:jump_cl,1.276120349455283,0.046143918517677546,27.655222842992984
215,ag10,ag10_v5,16,500000,rule:jump_cl,1.1671144726927243,0.055853084799349376,20.896150622397133
216,ag35,ag35_v2,6,300000,rule:jump_cl,2.531704353440356,0.016935990562390025,149.48664172395945
217,ag35,ag35_v2,6,300000,rule:jump_cl,2.531704353440356,0.016935990562390025,149.48664172395945
218,ag35,ag35_v2,4,300000,rule:jump_cl,0.3953206844053102,0.01240078199892942,31.87868994386313
219,ag35,ag35_v2,8,300000,rule:jump_cl,0.8158742627087423,0.025104965089006507,32.49852209776681
220,ag35,ag35_v3,10,100000,rule:jump_cl,0.9714076658129893,0.03248657802912384,29.901815603420395
221,ag35,ag35_v3,14,100000,rule:jump_cl,1.1553011602226657,0.05227000102485163,22.102566243941354
222,ag35,ag35_v3,14,500000,rule:jump_cl,1.2881547349203493,0.05424005245388314,23.749142499734585
223,ag35,ag35_v4,4,1000000,rule:jump_cl,2.248469533275207,0.011547015156815279,194.72300873772696
224,ag35,ag35_v4,2,1000000,rule:jump_cl,0.22531510042721323,0.008903808825316493,25.30547374136868
225,ah83150q,ah83150q_v3,14,300000,rule:jump_cl,1.2202753444296293,0.05260718086373829,23.195984357921663
226,ag37,ag37_v5,6,100000,rule:jump_cl,0.5747915133868289,0.017563646836655965,32.72620536796597
227,ag37,ag37_v5,10,100000,rule:jump_cl,0.9825218745046551,0.03306703291986223,29.713034032590446
228,b707a,b707a_v4,8,300000,rule:jump_cl,0.8179578719619797,0.024262949563997067,33.712219110232105
229,b707a,b707a_v4,12,300000,rule:jump_cl,1.231109105028448,0.04433987528038685,27.765281188623742
230,ag46c03,ag46c03_v3,10,1000000,rule:jump_cl,1.1193535455939787,0.0356080693971949,31.43538991423551
231,ag46c03,ag46c03_v3,14,1000000,rule:jump_cl,1.2638827180546601,0.052215080645992965,24.205319658960477
232,ag55,ag55_v5,10,100000,rule:jump_cl,1.0190927205665241,0.03434779584656324,29.669814188921013
233,ag55,ag55_v5,14,100000,rule:jump_cl,1.0937177086892071,0.04892416805857266,22.355366521098404
234,ah94w301,ah94w301_v2,14,500000,rule:jump_cl,1.2418052808871707,0.05218783180020164,23.79491996604413
235,ah63k127,ah63k127_v3,6,500000,rule:jump_cl,0.6416149525081573,0.01788140266324102,35.88169030090305
236,ah63k127,ah63k127_v3,10,500000,rule:jump_cl,1.0564964384550748,0.03247955298748868,32.52804737990216
237,clarky,clarky_v5,14,300000,rule:jump_cl,1.2067344740156483,0.052059278768494,23.180007532988675
238,ah88k136,ah88k136_v3,8,1000000,rule:jump_cl,0.9173151091568146,0.023419018500043822,39.16966499493128
239,ah88k136,ah88k136_v3,12,1000000,rule:jump_cl,1.3193848500585657,0.04617850311892583,28.57140792677249
240,cal4014l,cal4014l_v1,10,300000,rule:jump_cl,1.0270185150768665,0.03602015220018628,28.51233135743261
241,cal4014l,cal4014l_v1,14,300000,rule:jump_cl,1.2039193896790135,0.05030946271026903,23.930277224631794
242,ah79100c,ah79100c_v4,12,100000,rule:jump_cl,1.1753842185291776,0.04457120298574319,26.370933243716642
243,ah79100c,ah79100c_v4,16,100000,rule:jump_cl,1.0575801267198015,0.057368087994566705,18.434989968987015
244,ag12,ag12_v2,10,500000,rule:jump_cl,1.0769521568013454,0.03630223982340467,29.666272991426165
245,ag12,ag12_v2,14,500000,rule:jump_cl,1.2437088955782711,0.05171184457885664,24.05075482623153
246,ag12,ag12_v5,8,100000,rule:jump_cl,0.7737802443917411,0.024823120977243165,31.17175495785206
247,ag12,ag12_v5,12,100000,rule:jump_cl,1.2032042386963995,0.04230360272782071,28.442122209726584
