airfoil_id,version_id,alpha_deg,reynolds_number,cl,cd,perf_source,perf_rule,is_anomaly
ag17,ag17_v2,-2,300000,-0.2073741951334302,0.00910740527325973,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,0,300000,0.0,0.00778093019529481,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,2,300000,0.20907273810061366,0.008689228571619205,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,4,300000,0.4163091129435298,0.012032762829180246,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,6,300000,0.609219253278776,0.018143203009383546,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,8,300000,0.8372210040331296,0.024184759548527435,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,10,300000,1.0446159766232836,0.03517143715135521,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,12,300000,1.2264712689867283,0.046209805090650306,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,14,300000,1.2432783106320888,0.05289341296287658,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,16,300000,1.1188190651435823,0.06125779627976766,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,-4,500000,-0.4065510192855428,0.012124299950078502,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,-2,500000,-0.2132346881116209,0.008298585615428474,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,0,500000,0.0,0.008403768872289708,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,2,500000,0.22129721513433992,0.008682595813202718,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,4,500000,0.41028091824308865,0.012258700607768123,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,6,500000,0.637221774023801,0.018151654541977983,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,8,500000,0.8099451691228051,0.0249395021342009,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,10,500000,1.065563714958277,0.032918352408236526,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,12,500000,1.2779919811712404,0.04659519659094879,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,14,500000,1.2586283448996212,0.05447207611721391,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,16,500000,1.1262163839004764,0.0606480415616126,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,-4,1000000,-0.4315045123050659,0.012522430538708168,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,-2,1000000,-0.21900592913733585,0.009343635670945106,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,0,1000000,0.0,0.008096812506980664,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,2,1000000,0.21344525767894829,0.0091796413740574,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,4,1000000,0.44244070596258595,0.011921033692282923,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,6,1000000,0.665756003606774,0.018290541085081186,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,8,1000000,0.8823289026519666,0.025923801078453348,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,10,1000000,1.1498623515289792,0.034477658871572704,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,12,1000000,1.32864249405709,0.0460186833672083,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v2,14,1000000,1.2942477866477806,0.0010871341611817598,synthetic,synthetic_aero_model_v1,1
ag17,ag17_v2,16,1000000,1.1482382235005792,0.06236346959150049,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,-4,100000,-0.38295122028647405,0.011258340755873666,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,-2,100000,-0.19609177379810244,0.00922143790246021,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,0,100000,0.0,0.007579337817287677,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,2,100000,0.19504674389030638,0.009444217774057108,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,4,100000,0.3916344308548299,0.011994518864756797,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,6,100000,0.5766515911963891,0.01645827281163991,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,8,100000,0.7886862566218857,0.02319128084571119,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,10,100000,0.9770938945309043,0.03096163856643149,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,12,100000,1.1831717490483806,0.042585908321569284,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,14,100000,1.1613894291687994,0.05161719856976378,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,16,100000,1.0073946977716925,0.05861827823918611,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,-4,300000,-0.41915026784208553,0.012442641117057836,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,-2,300000,-0.20631940909874788,0.008399442725808826,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,0,300000,0.0,0.007980404649876774,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,2,300000,0.21855554537925603,0.008652473463949201,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,4,300000,0.40537890655977477,0.011624557502826437,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,6,300000,0.6264331221896927,0.01704024819837101,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,8,300000,0.8288049195780464,0.025289443415893283,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,10,300000,1.0333242619066274,0.035067790738586235,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,12,300000,1.279881637784447,0.04412051270770103,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,14,300000,1.2264595029774994,0.051762507257549724,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,16,300000,1.0941874690962075,0.060658606579422784,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,-4,500000,-0.41020247609683164,0.011949017919560156,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,-2,500000,-0.21273308098780375,0.00900572446650838,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,0,500000,0.0,0.007641108937467153,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,2,500000,0.2081149738856016,0.008602325186250235,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,4,500000,0.42710623267157743,0.01192990968840642,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,6,500000,0.6500035512262933,0.017302227183214707,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,8,500000,0.820458333752946,0.026006685201446174,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,10,500000,1.027385639905483,0.033374782341718555,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,12,500000,1.2667999411420654,0.04217125803345548,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,14,500000,1.2322917277242282,0.05395762285770419,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,16,500000,1.2056938734813687,0.06063830992768633,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,-4,1000000,-0.4704450938582538,0.01250673579600754,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,-2,1000000,-0.22342568816442843,0.00914745649706594,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,0,1000000,0.0,0.008103759419822507,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,2,1000000,0.2215170995105665,0.00894685092506111,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,4,1000000,0.4468313882285507,0.012455781319731107,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,6,1000000,0.6491007527117905,0.017255403654438145,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,8,1000000,0.870494228624261,0.024089546400551973,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,10,1000000,1.1208021284660914,0.033277627730053716,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,12,1000000,1.2576038894417385,0.04790434045271708,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,14,1000000,1.2939074558675583,0.050946267274357,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v3,16,1000000,1.137990692299316,0.06486144588536658,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,-4,100000,-0.3931554959963224,0.01189464146744145,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,-2,100000,-0.19113761245650399,0.008523147324259484,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,0,100000,0.0,0.007751531449420864,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,2,100000,0.19302733744118,0.009700532604605867,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,4,100000,0.3882867071407536,0.011966092111909216,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,6,100000,0.5841997413344411,0.01752347270933679,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,8,100000,0.7969027878834893,0.021965242498125252,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,10,100000,0.9904921549621908,0.0328074772530342,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,12,100000,1.1873746632088007,0.04444202806526027,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,14,100000,1.1266502028554353,0.0501151496635951,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,16,100000,1.059320487198594,0.05487527415716193,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,-4,300000,-0.4242328762220995,0.012118878787758629,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,-2,300000,-0.20509735208831031,0.00838328910016299,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,0,300000,0.0,0.008181521748954337,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,2,300000,0.20467296324473416,0.009035338254012095,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,4,300000,0.4030869883385227,0.012630346123514666,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,6,300000,0.6128690303786855,0.016732055548179286,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,8,300000,0.8334962271496414,0.024952407896335422,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,10,300000,1.0385379017820449,0.0345111329837992,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,12,300000,1.2901943169974108,0.044766459566821404,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,14,300000,1.2157060711782952,0.052763984370242205,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,16,300000,1.115238207397599,0.06269802092811441,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,-4,500000,-0.40743972139627277,0.01259304528357891,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,-2,500000,-0.21757545002389694,0.009468895319008703,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,0,500000,0.0,0.00804966084381199,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,2,500000,0.21267757935138504,0.008893579676411132,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,4,500000,0.42057653649768734,0.011794229391168176,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,6,500000,0.6458329484116224,0.01809318247103097,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,8,500000,0.8420099402242797,0.023821226805103648,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,10,500000,1.039440605408972,0.03580818043901246,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,12,500000,1.2436088417173385,0.0458107547658013,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,14,500000,1.1881449158543904,0.05460668489181622,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,16,500000,1.1204859782308587,0.05528449664947193,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,-4,1000000,-0.4379066420178565,0.012851636482559107,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,-2,1000000,-0.21528627202882583,0.008533193946870306,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,0,1000000,0.0,0.008080998873733796,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,2,1000000,0.22223849237792048,0.00914790339715468,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,4,1000000,0.4323247934890568,0.011929510611481817,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,6,1000000,0.669406091654995,0.01864247764999924,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,8,1000000,0.8217027998913858,0.027039007214505317,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,10,1000000,1.1202297223500934,0.034240777460409176,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,12,1000000,1.3254269606949391,0.051436927046856463,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,14,1000000,1.283403113912734,0.054713733806307355,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v4,16,1000000,1.2269985316590812,0.05855660254046959,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,-4,100000,-0.3901043237093906,0.011513228204395317,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,-2,100000,-0.19406075137398066,0.009310064168943663,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,0,100000,0.0,0.008177500315938918,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,2,100000,0.18437516756546277,0.00918498901420246,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,4,100000,0.39639880767709623,0.012186344571014454,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,6,100000,0.6063337456483763,0.018045025688826957,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,8,100000,0.8033830728510161,0.022736356461075927,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,10,100000,0.9604264443168976,0.032869565845812486,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,12,100000,1.1226846631739995,0.042916051076339064,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,14,100000,1.174002550536244,0.05290147823071493,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,16,100000,1.075366596079464,0.05948088950172978,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,-4,300000,-0.4126641307905699,0.01266614297087642,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,-2,300000,-0.2066229847731941,0.009532997924974796,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,0,300000,0.0,0.008300037270738166,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,2,300000,0.20365989259636935,0.009267087459090015,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,4,300000,0.39757312563105696,0.011125962922990847,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,6,300000,0.6289096304549906,0.018255926458945058,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,8,300000,0.8283755002575119,0.024806684854949374,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,10,300000,1.0464750527296252,0.0346765498119071,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,12,300000,1.2292090267858842,0.04717047836369248,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,14,300000,1.1872909789474992,0.05310035001465771,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,16,300000,1.1239090236740341,0.06044248776584125,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,-4,500000,-0.41998209881917203,0.01193543108143989,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,-2,500000,-0.21564126901558742,0.009375619059459831,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,0,500000,0.0,0.007863624408152609,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,2,500000,0.21548466564117028,0.009347044040278966,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,4,500000,0.429407241669957,0.011411806405947796,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,6,500000,0.6437703175588256,0.01748347053021339,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,8,500000,0.8317207011655621,0.025177763423038013,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,10,500000,1.0665837997782452,0.03282718937737379,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,12,500000,1.2734169868619163,0.046210524480152844,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,14,500000,1.2183043091857029,0.05518193377474139,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,16,500000,1.142713462251289,0.05822683858734015,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,-4,1000000,-0.44587234627551164,0.011748976272437076,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,-2,1000000,-0.22749577475600477,0.009059775959867756,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,0,1000000,0.0,0.00845212251975057,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,2,1000000,0.22042164150937885,0.00909075390775476,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,4,1000000,0.43183126993767174,0.012931694208463353,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,6,1000000,0.6630388324672088,0.017005778877186344,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,8,1000000,0.8814607500331174,0.02388494959510994,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,10,1000000,1.1026604289631063,0.03514303124731719,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,12,1000000,1.381164410865433,0.04691925701620675,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,14,1000000,1.291601087995954,0.05518029346198194,synthetic,synthetic_aero_model_v1,0
ag17,ag17_v5,16,1000000,1.1891422292123344,0.05888606578303737,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,-4,100000,-0.39062265627341114,0.012285989255852479,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,-2,100000,-0.19481375155111713,0.008974194941174862,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,0,100000,0.0,0.007786954117951084,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,2,100000,0.2019501888122827,0.009341727080463783,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,4,100000,0.40778719757228077,0.012107325218860036,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,6,100000,0.5821919458139583,0.016635886992233773,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,8,100000,0.7624434833004042,0.024880981410183765,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,10,100000,1.0154430387289348,0.034435002904946194,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,12,100000,1.1335524228631442,0.04329635083422944,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,14,100000,1.133962752080379,0.05036286560348185,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,16,100000,1.0572801231157938,0.057980547194526305,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,-4,300000,-0.4052419882777342,0.012601268966483819,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,-2,300000,-0.20888054394700736,0.008776613832758816,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,0,300000,0.0,0.008124825629732522,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,2,300000,0.20376592426771883,0.008909092138210827,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,4,300000,0.40027486690652864,0.011702237764489816,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,6,300000,0.6380490787698633,0.017695018099474897,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,8,300000,0.8419694163551809,0.02343059481707893,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,10,300000,1.0352753796810465,0.034928303471440235,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,12,300000,1.2168097509202775,0.04461914464857663,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,14,300000,1.2495298961511927,0.054929129064949234,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,16,300000,1.1224936015917635,0.05948078044470955,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,-4,500000,-0.4163128644923712,0.01230776039395164,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,-2,500000,-0.2080611063661238,0.009146081053488785,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,0,500000,0.0,0.008222906111204591,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,2,500000,0.21042831679327556,0.00888193402074163,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,4,500000,0.41272257847051724,0.012112986113815071,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,6,500000,0.6461712146009744,0.01727090189602398,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,8,500000,0.8554727444471815,0.02490284729431449,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,10,500000,1.102977385119352,0.03529918805792911,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,12,500000,1.2397303075927013,0.04555995870817997,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,14,500000,1.2333133079753598,0.05344502587297801,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,16,500000,1.166730833308291,0.05583135635439135,synthetic,synthetic_aero_model_v1,0
ah79100a,ah79100a_v1,-4,1000000,-0.4433836447712994,0.012372925524903617,synthetic,synthetic_aero_model_v1,0
